
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
    he4+ti46-->n+cr49 flux=0.000e+00 flux_true=0.000e+00
    n+cr49-->he4+ti46 flux=7.961e-132 flux_true=7.961e-132
    Sum flux_true=-7.961e-132
Isotope Equil Ratios: 4He(6.667e+25) 46Ti(6.667e+25)   1n(6.667e+25) 49Cr(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22) 46Ti(-9.945e-25)   1n(-2.549e-32) 49Cr(5.203e-34) 

REACTION GROUP 446: isEquil=FALSE netflux=-9.138e-162 thisDevious/maxDevious=5.000
    he4+ti46-->p+v49 flux=0.000e+00 flux_true=0.000e+00
    p+v49-->he4+ti46 flux=9.138e-162 flux_true=9.138e-162
    Sum flux_true=-9.138e-162
Isotope Equil Ratios: 4He(6.667e+25) 46Ti(6.667e+25)   1H(6.667e+25)  49V(6.667e+25) 
Isotope Mass Fractions: 4He(-3.737e-20) 46Ti(-3.231e-21)   1H(0.000e+00)  49V(3.032e-21) 

REACTION GROUP 447: isEquil=FALSE netflux=1.527e-53 thisDevious/maxDevious=129967212376178271715328.000
    n+ti47-->ti48 flux=1.527e-53 flux_true=1.527e-53
    ti48-->n+ti47 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=1.527e-53
Isotope Equil Ratios:  1n(1.976e+05) 47Ti(6.667e+25) 48Ti(6.667e+25) 
Isotope Mass Fractions:  1n(2.666e-31) 47Ti(0.000e+00) 48Ti(-6.617e-33) 

REACTION GROUP 448: isEquil=FALSE netflux=2.014e-99 thisDevious/maxDevious=4710724834414677326823424.000
    p+ti47-->v48 flux=2.014e-99 flux_true=2.014e-99
    v48-->p+ti47 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=2.014e-99
Isotope Equil Ratios:  1H(6.667e+25) 47Ti(6.667e+01)  48V(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 47Ti(3.161e-21)  48V(-3.095e-21) 

REACTION GROUP 449: isEquil=FALSE netflux=1.761e-274 thisDevious/maxDevious=10314331335202512634146820405243184685355890675914126794670151407838644805249876584087289498374778332479107202024447410176.000
    he4+ti47-->cr51 flux=1.761e-274 flux_true=1.761e-274
    cr51-->he4+ti47 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=1.761e-274
Isotope Equil Ratios: 4He(6.667e+25) 47Ti(6.667e+01) 51Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 47Ti(9.822e-24) 51Cr(-9.052e-24) 

REACTION GROUP 450: isEquil=FALSE netflux=1.295e-50 thisDevious/maxDevious=  nan
    p+ti47-->n+v47 flux=0.000e+00 flux_true=0.000e+00
    n+v47-->p+ti47 flux=-1.295e-50 flux_true=-1.295e-50
    Sum flux_true=1.295e-50
Isotope Equil Ratios:  1H(6.667e+25) 47Ti(4.370e-02)   1n(6.667e+25)  47V(1.339e-04) 
Isotope Mass Fractions:  1H(-1.486e-19) 47Ti(3.540e-32)   1n(-2.032e-30)  47V(4.324e-32) 

REACTION GROUP 451: isEquil=FALSE netflux=3.796e-206 thisDevious/maxDevious=798087049331714700399584739328.000
    he4+ti47-->n+cr50 flux=3.796e-206 flux_true=3.796e-206
    n+cr50-->he4+ti47 flux=4.812e-247 flux_true=4.812e-247
    Sum flux_true=3.796e-206
Isotope Equil Ratios: 4He(6.667e+25) 47Ti(6.667e+25)   1n(6.667e+25) 50Cr(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22) 47Ti(-7.300e-33)   1n(-2.549e-32) 50Cr(5.098e-34) 

REACTION GROUP 452: isEquil=FALSE netflux=-2.132e-212 thisDevious/maxDevious=5.000
    he4+ti47-->p+v50 flux=4.218e-280 flux_true=4.218e-280
    p+v50-->he4+ti47 flux=2.132e-212 flux_true=2.132e-212
    Sum flux_true=-2.132e-212
Isotope Equil Ratios: 4He(6.667e+25) 47Ti(6.667e+25)   1H(6.667e+25)  50V(6.667e+25) 
Isotope Mass Fractions: 4He(-3.737e-20) 47Ti(-3.161e-21)   1H(0.000e+00)  50V(2.971e-21) 

REACTION GROUP 453: isEquil=FALSE netflux=-1.561e-69 thisDevious/maxDevious=1539534777240190451712.000
    n+ti48-->ti49 flux=-1.561e-69 flux_true=-1.561e-69
    ti49-->n+ti48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-1.561e-69
Isotope Equil Ratios:  1n(6.667e+25) 48Ti(3.399e-06) 49Ti(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 48Ti(1.062e-33) 49Ti(-1.041e-33) 

REACTION GROUP 454: isEquil=FALSE netflux=-2.321e-115 thisDevious/maxDevious=14077878714808731894284288.000
    p+ti48-->v49 flux=-2.321e-115 flux_true=-2.321e-115
    v49-->p+ti48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-2.321e-115
Isotope Equil Ratios:  1H(6.667e+25) 48Ti(6.667e+01)  49V(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 48Ti(3.095e-21)  49V(-3.032e-21) 

REACTION GROUP 455: isEquil=FALSE netflux=-2.333e-285 thisDevious/maxDevious=2464841296500654739266103434658972269834467518961667294253416104467853343052672854213022133269437721018423574293387411456.000
    he4+ti48-->cr52 flux=-2.333e-285 flux_true=-2.333e-285
    cr52-->he4+ti48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-2.333e-285
Isotope Equil Ratios: 4He(6.667e+25) 48Ti(6.667e+01) 52Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 48Ti(9.618e-24) 52Cr(-8.878e-24) 

REACTION GROUP 456: isEquil=FALSE netflux=7.567e-71 thisDevious/maxDevious=  nan
    p+ti48-->n+v48 flux=-0.000e+00 flux_true=-0.000e+00
    n+v48-->p+ti48 flux=-7.567e-71 flux_true=-7.567e-71
    Sum flux_true=7.567e-71
Isotope Equil Ratios:  1H(6.667e+25) 48Ti(6.667e+25)   1n(1.976e+05)  48V(6.667e+25) 
Isotope Mass Fractions:  1H(-1.486e-19) 48Ti(-3.908e-29)   1n(1.876e-27)  48V(3.908e-29) 

REACTION GROUP 457: isEquil=FALSE netflux=4.611e-176 thisDevious/maxDevious=  nan
    he4+ti48-->n+cr51 flux=-0.000e+00 flux_true=-0.000e+00
    n+cr51-->he4+ti48 flux=-4.611e-176 flux_true=-4.611e-176
    Sum flux_true=4.611e-176
Isotope Equil Ratios: 4He(6.667e+25) 48Ti(6.667e+25)   1n(6.667e+25) 51Cr(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22) 48Ti(-5.311e-34)   1n(-2.549e-32) 51Cr(4.999e-34) 

REACTION GROUP 458: isEquil=FALSE netflux=1.344e-185 thisDevious/maxDevious=5.000
    he4+ti48-->p+v51 flux=-0.000e+00 flux_true=-0.000e+00
    p+v51-->he4+ti48 flux=-1.344e-185 flux_true=-1.344e-185
    Sum flux_true=1.344e-185
Isotope Equil Ratios: 4He(6.667e+25) 48Ti(6.667e+25)   1H(6.667e+25)  51V(6.667e+01) 
Isotope Mass Fractions: 4He(-3.737e-20) 48Ti(-3.095e-21)   1H(0.000e+00)  51V(2.913e-21) 

REACTION GROUP 459: isEquil=FALSE netflux=4.067e-91 thisDevious/maxDevious=5352180258488375306092544.000
    n+ti49-->ti50 flux=4.067e-91 flux_true=4.067e-91
    ti50-->n+ti49 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=4.067e-91
Isotope Equil Ratios:  1n(6.667e+25) 49Ti(6.667e+25) 50Ti(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 49Ti(1.041e-33) 50Ti(-1.020e-33) 

REACTION GROUP 460: isEquil=FALSE netflux=5.350e-137 thisDevious/maxDevious=3694383507148409164267520.000
    p+ti49-->v50 flux=5.350e-137 flux_true=5.350e-137
    v50-->p+ti49 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=5.350e-137
Isotope Equil Ratios:  1H(6.667e+25) 49Ti(6.667e+25)  50V(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 49Ti(3.032e-21)  50V(-2.971e-21) 

REACTION GROUP 461: isEquil=FALSE netflux=8.446e-318 thisDevious/maxDevious=1146804396194173644102524700802357839340617625585106479849918098532058206278317603056652403597351544288839692170463270666240.000
    he4+ti49-->cr53 flux=8.446e-318 flux_true=8.446e-318
    cr53-->he4+ti49 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=8.446e-318
Isotope Equil Ratios: 4He(6.667e+25) 49Ti(6.667e+25) 53Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 49Ti(9.421e-24) 53Cr(-8.710e-24) 

REACTION GROUP 462: isEquil=FALSE netflux=-1.599e-89 thisDevious/maxDevious=5.000
    p+ti49-->n+v49 flux=0.000e+00 flux_true=0.000e+00
    n+v49-->p+ti49 flux=1.599e-89 flux_true=1.599e-89
    Sum flux_true=-1.599e-89
Isotope Equil Ratios:  1H(6.667e+25) 49Ti(6.667e+25)   1n(1.976e+05)  49V(6.667e+25) 
Isotope Mass Fractions:  1H(-1.486e-19) 49Ti(-4.170e-29)   1n(2.043e-27)  49V(4.170e-29) 

REACTION GROUP 463: isEquil=FALSE netflux=1.145e-313 thisDevious/maxDevious=8005149779465172754261945105775105080241981365689755863901248550848703793117769053221427269344489775395042826799786550624256.000
    he4+ti49-->n+cr52 flux=1.145e-313 flux_true=1.145e-313
    n+cr52-->he4+ti49 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=1.145e-313
Isotope Equil Ratios: 4He(6.667e+25) 49Ti(6.667e+25)   1n(6.667e+25) 52Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 49Ti(9.421e-24)   1n(-4.616e-22) 52Cr(-8.878e-24) 

REACTION GROUP 464: isEquil=FALSE netflux=-1.884e-153 thisDevious/maxDevious=164476947232776552448.000
    p+ti50-->v51 flux=-1.884e-153 flux_true=-1.884e-153
    v51-->p+ti50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-1.884e-153
Isotope Equil Ratios:  1H(6.667e+25) 50Ti(6.667e+01)  51V(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 50Ti(2.971e-21)  51V(-2.913e-21) 

REACTION GROUP 465: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=333329418525889169793535301894211761748455782317102793789016337441748993364567636711523355506382197961611629283839390406148096.000
    he4+ti50-->cr54 flux=-0.000e+00 flux_true=-0.000e+00
    cr54-->he4+ti50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 50Ti(6.667e+01) 54Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 50Ti(9.233e-24) 54Cr(-8.549e-24) 

REACTION GROUP 466: isEquil=FALSE netflux=-3.579e-107 thisDevious/maxDevious=  nan
    p+ti50-->n+v50 flux=-0.000e+00 flux_true=-0.000e+00
    n+v50-->p+ti50 flux=3.579e-107 flux_true=3.579e-107
    Sum flux_true=-3.579e-107
Isotope Equil Ratios:  1H(6.667e+25) 50Ti(6.667e+25)   1n(6.667e+25)  50V(6.667e+25) 
Isotope Mass Fractions:  1H(-1.486e-19) 50Ti(-5.099e-34)   1n(-2.549e-32)  50V(5.099e-34) 

REACTION GROUP 467: isEquil=FALSE netflux=-1.406e-223 thisDevious/maxDevious=  nan
    he4+ti50-->n+cr53 flux=-0.000e+00 flux_true=-0.000e+00
    n+cr53-->he4+ti50 flux=1.406e-223 flux_true=1.406e-223
    Sum flux_true=-1.406e-223
Isotope Equil Ratios: 4He(6.667e+25) 50Ti(6.667e+25)   1n(6.667e+25) 53Cr(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22) 50Ti(-5.098e-34)   1n(-2.549e-32) 53Cr(4.810e-34) 

REACTION GROUP 468: isEquil=FALSE netflux=1.909e-33 thisDevious/maxDevious=167571991.362
    v46-->ti46+e++nu flux=1.909e-33 flux_true=1.909e-33
    Sum flux_true=1.909e-33
Isotope Equil Ratios: 46V(6.667e+25) 46Ti(6.667e+25) 
Isotope Mass Fractions: 46V(0.000e+00) 46Ti(-9.945e-25) 

REACTION GROUP 469: isEquil=FALSE netflux=-1.954e-56 thisDevious/maxDevious=0.001
    n+v46-->v47 flux=-1.954e-56 flux_true=-1.954e-56
    v47-->n+v46 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-1.954e-56
Isotope Equil Ratios:  1n(6.667e+25)  46V(3.477e-06)  47V(2.626e-04) 
Isotope Mass Fractions:  1n(0.000e+00)  46V(1.134e-33)  47V(8.431e-32) 

REACTION GROUP 470: isEquil=FALSE netflux=-1.706e-311 thisDevious/maxDevious=265383720360500373177241185164167600402535168828451820979291241185019333383409203705262107802102715377208380096512.000
    he4+v46-->mn50 flux=-1.706e-311 flux_true=-1.706e-311
    mn50-->he4+v46 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-1.706e-311
Isotope Equil Ratios: 4He(6.667e+25)  46V(6.667e+01) 50Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  46V(1.004e-23) 50Mn(-9.233e-24) 

REACTION GROUP 471: isEquil=FALSE netflux=-1.298e-281 thisDevious/maxDevious=58243834805371125303391807411429021982605850418533588139921642546446331955611940841062400.000
    he4+v46-->p+cr49 flux=-1.298e-281 flux_true=-1.298e-281
    p+cr49-->he4+v46 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-1.298e-281
Isotope Equil Ratios: 4He(6.667e+25)  46V(6.667e+01)   1H(6.667e+25) 49Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  46V(1.004e-23)   1H(-1.490e-19) 49Cr(-9.421e-24) 

REACTION GROUP 472: isEquil=FALSE netflux=1.422e-33 thisDevious/maxDevious=185266737357543735296.000
    v47-->ti47+e++nu flux=1.422e-33 flux_true=1.422e-33
    Sum flux_true=1.422e-33
Isotope Equil Ratios: 47V(6.667e+25) 47Ti(4.357e-02) 
Isotope Mass Fractions: 47V(0.000e+00) 47Ti(7.864e-32) 

REACTION GROUP 473: isEquil=FALSE netflux=-2.242e-52 thisDevious/maxDevious=3482786382476865536.000
    n+v47-->v48 flux=-2.242e-52 flux_true=-2.242e-52
    v48-->n+v47 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-2.242e-52
Isotope Equil Ratios:  1n(6.667e+25)  47V(2.694e-04)  48V(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00)  47V(8.648e-32)  48V(-1.062e-33) 

REACTION GROUP 474: isEquil=FALSE netflux=-2.122e-100 thisDevious/maxDevious=213104123609993335937364988506600888558185954289005330542642786729984.000
    p+v47-->cr48 flux=-2.122e-100 flux_true=-2.122e-100
    cr48-->p+v47 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-2.122e-100
Isotope Equil Ratios:  1H(6.667e+25)  47V(6.667e+01) 48Cr(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  47V(3.161e-21) 48Cr(-3.095e-21) 

REACTION GROUP 475: isEquil=FALSE netflux=-5.229e-308 thisDevious/maxDevious=729473068744258016598807125183175175569727091873226428336221678179239490269351861453908127444767770482156524193344253853920930147792191630606336.000
    he4+v47-->mn51 flux=-5.229e-308 flux_true=-5.229e-308
    mn51-->he4+v47 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-5.229e-308
Isotope Equil Ratios: 4He(6.667e+25)  47V(6.667e+01) 51Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  47V(9.822e-24) 51Mn(-9.052e-24) 

REACTION GROUP 476: isEquil=FALSE netflux=-2.396e-179 thisDevious/maxDevious=  nan
    he4+v47-->n+mn50 flux=-0.000e+00 flux_true=-0.000e+00
    n+mn50-->he4+v47 flux=2.396e-179 flux_true=2.396e-179
    Sum flux_true=-2.396e-179
Isotope Equil Ratios: 4He(6.667e+25)  47V(2.643e-04)   1n(6.667e+25) 50Mn(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22)  47V(8.486e-32)   1n(-2.549e-32) 50Mn(5.098e-34) 

REACTION GROUP 477: isEquil=FALSE netflux=-1.484e-279 thisDevious/maxDevious=2667861268721695599017684737369642254145580305481638912583987204534545223002054967201910073868232703348739009413120.000
    he4+v47-->p+cr50 flux=-1.484e-279 flux_true=-1.484e-279
    p+cr50-->he4+v47 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-1.484e-279
Isotope Equil Ratios: 4He(6.667e+25)  47V(6.667e+01)   1H(6.667e+25) 50Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  47V(9.822e-24)   1H(-1.490e-19) 50Cr(-9.233e-24) 

REACTION GROUP 478: isEquil=FALSE netflux=1.260e-56 thisDevious/maxDevious=6913602718081566721966080.000
    v48-->ti48+e++nu flux=1.260e-56 flux_true=1.260e-56
    Sum flux_true=1.260e-56
Isotope Equil Ratios: 48V(6.667e+25) 48Ti(4.694e-22) 
Isotope Mass Fractions: 48V(0.000e+00) 48Ti(1.415e-48) 

REACTION GROUP 479: isEquil=FALSE netflux=-6.975e-72 thisDevious/maxDevious=388403635756187758100480.000
    n+v48-->v49 flux=-6.975e-72 flux_true=-6.975e-72
    v49-->n+v48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-6.975e-72
Isotope Equil Ratios:  1n(6.667e+25)  48V(6.667e+25)  49V(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00)  48V(1.062e-33)  49V(-1.041e-33) 

REACTION GROUP 480: isEquil=FALSE netflux=-1.371e-120 thisDevious/maxDevious=94113203718612373616982765695027239152170929273628169371947892736.000
    p+v48-->cr49 flux=-1.371e-120 flux_true=-1.371e-120
    cr49-->p+v48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-1.371e-120
Isotope Equil Ratios:  1H(6.667e+25)  48V(6.667e+25) 49Cr(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  48V(3.095e-21) 49Cr(-3.032e-21) 

REACTION GROUP 481: isEquil=FALSE netflux=-8.402e-304 thisDevious/maxDevious=1905955722203138609999818766685967054002455688978748032433580179641076884559369148810264556056850016190083773728378854493845377840590637218055040847489007616.000
    he4+v48-->mn52 flux=-8.402e-304 flux_true=-8.402e-304
    mn52-->he4+v48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-8.402e-304
Isotope Equil Ratios: 4He(6.667e+25)  48V(6.667e+25) 52Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  48V(9.618e-24) 52Mn(-8.878e-24) 

REACTION GROUP 482: isEquil=FALSE netflux=-2.003e-117 thisDevious/maxDevious=  nan
    p+v48-->n+cr48 flux=-0.000e+00 flux_true=-0.000e+00
    n+cr48-->p+v48 flux=2.003e-117 flux_true=2.003e-117
    Sum flux_true=-2.003e-117
Isotope Equil Ratios:  1H(6.667e+25)  48V(6.667e+25)   1n(1.976e+05) 48Cr(6.667e+25) 
Isotope Mass Fractions:  1H(-1.486e-19)  48V(-4.404e-29)   1n(2.114e-27) 48Cr(4.404e-29) 

REACTION GROUP 483: isEquil=FALSE netflux=1.240e-216 thisDevious/maxDevious=  nan
    he4+v48-->n+mn51 flux=-0.000e+00 flux_true=-0.000e+00
    n+mn51-->he4+v48 flux=-1.240e-216 flux_true=-1.240e-216
    Sum flux_true=1.240e-216
Isotope Equil Ratios: 4He(6.667e+25)  48V(6.667e+25)   1n(6.667e+25) 51Mn(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22)  48V(-5.311e-34)   1n(-2.549e-32) 51Mn(4.999e-34) 

REACTION GROUP 484: isEquil=FALSE netflux=-4.839e-302 thisDevious/maxDevious=10947711549452134798112458351727423678610773767134634882845670587736692154267788198037886044831550573269340012880509009920.000
    he4+v48-->p+cr51 flux=-4.839e-302 flux_true=-4.839e-302
    p+cr51-->he4+v48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-4.839e-302
Isotope Equil Ratios: 4He(6.667e+25)  48V(6.667e+25)   1H(6.667e+25) 51Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  48V(9.618e-24)   1H(-1.490e-19) 51Cr(-9.052e-24) 

REACTION GROUP 485: isEquil=FALSE netflux=-1.796e-74 thisDevious/maxDevious=27403790388796103589888.000
    v49+e-->ti49+nu flux=-1.796e-74 flux_true=-1.796e-74
    Sum flux_true=-1.796e-74
Isotope Equil Ratios: 49V(6.667e+25) 49Ti(6.667e+25) 
Isotope Mass Fractions: 49V(0.000e+00) 49Ti(-1.558e-68) 

REACTION GROUP 486: isEquil=FALSE netflux=7.402e-89 thisDevious/maxDevious=404011996760183406592.000
    n+v49-->v50 flux=7.402e-89 flux_true=7.402e-89
    v50-->n+v49 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=7.402e-89
Isotope Equil Ratios:  1n(6.667e+25)  49V(6.667e+25)  50V(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00)  49V(1.041e-33)  50V(-1.020e-33) 

REACTION GROUP 487: isEquil=FALSE netflux=1.582e-137 thisDevious/maxDevious=10356711795877716302172269448071904107348934543818451243774246912.000
    p+v49-->cr50 flux=1.582e-137 flux_true=1.582e-137
    cr50-->p+v49 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=1.582e-137
Isotope Equil Ratios:  1H(6.667e+25)  49V(6.667e+25) 50Cr(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  49V(3.032e-21) 50Cr(-2.971e-21) 

REACTION GROUP 488: isEquil=FALSE netflux=1.427e-319 thisDevious/maxDevious=1350984276004540082625159377724474358113455412021437301368997384166950340502855683251262202845292519577342906245566454974442084347877670198910714189263423930368.000
    he4+v49-->mn53 flux=1.427e-319 flux_true=1.427e-319
    mn53-->he4+v49 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=1.427e-319
Isotope Equil Ratios: 4He(6.667e+25)  49V(6.667e+25) 53Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  49V(9.421e-24) 53Mn(-8.710e-24) 

REACTION GROUP 489: isEquil=FALSE netflux=-3.326e-128 thisDevious/maxDevious=  nan
    p+v49-->n+cr49 flux=0.000e+00 flux_true=0.000e+00
    n+cr49-->p+v49 flux=3.326e-128 flux_true=3.326e-128
    Sum flux_true=-3.326e-128
Isotope Equil Ratios:  1H(6.667e+25)  49V(6.667e+25)   1n(1.976e+05) 49Cr(1.471e-01) 
Isotope Mass Fractions:  1H(-1.486e-19)  49V(-4.504e-29)   1n(2.207e-27) 49Cr(4.504e-29) 

REACTION GROUP 490: isEquil=FALSE netflux=-5.667e-234 thisDevious/maxDevious=  nan
    he4+v49-->n+mn52 flux=0.000e+00 flux_true=0.000e+00
    n+mn52-->he4+v49 flux=5.667e-234 flux_true=5.667e-234
    Sum flux_true=-5.667e-234
Isotope Equil Ratios: 4He(6.667e+25)  49V(6.667e+25)   1n(6.667e+25) 52Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-2.308e-22)  49V(-5.203e-34)   1n(-2.549e-32) 52Mn(4.902e-34) 

REACTION GROUP 491: isEquil=FALSE netflux=7.589e-318 thisDevious/maxDevious=875430647767923870115691781865962016676103086358501598681639319544438666388210939453372397502720972793403891114701750272.000
    he4+v49-->p+cr52 flux=7.589e-318 flux_true=7.589e-318
    p+cr52-->he4+v49 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=7.589e-318
Isotope Equil Ratios: 4He(6.667e+25)  49V(6.667e+25)   1H(6.667e+25) 52Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  49V(9.421e-24)   1H(-1.490e-19) 52Cr(-8.878e-24) 

REACTION GROUP 492: isEquil=FALSE netflux=1.941e-104 thisDevious/maxDevious=238283401886229069824.000
    n+v50-->v51 flux=1.941e-104 flux_true=1.941e-104
    v51-->n+v50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=1.941e-104
Isotope Equil Ratios:  1n(6.667e+25)  50V(6.667e+25)  51V(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00)  50V(1.020e-33)  51V(-9.997e-34) 

REACTION GROUP 493: isEquil=FALSE netflux=3.199e-153 thisDevious/maxDevious=366365501034991647996009930558669698619303436000147777341034212622336.000
    p+v50-->cr51 flux=3.199e-153 flux_true=3.199e-153
    cr51-->p+v50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=3.199e-153
Isotope Equil Ratios:  1H(6.667e+25)  50V(6.667e+25) 51Cr(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  50V(2.971e-21) 51Cr(-2.913e-21) 

REACTION GROUP 494: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=6077434569884832533433767669049311344757724496087831744536191030893464070151622490452253111604187248187937107759675656283914465094253030284368489770533789590618112.000
    he4+v50-->mn54 flux=0.000e+00 flux_true=0.000e+00
    mn54-->he4+v50 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25)  50V(6.667e+25) 54Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  50V(9.233e-24) 54Mn(-8.549e-24) 

REACTION GROUP 495: isEquil=FALSE netflux=2.551e-156 thisDevious/maxDevious=128173320086152428260952074466004504260185876524418305784789757591552.000
    p+v50-->n+cr50 flux=2.551e-156 flux_true=2.551e-156
    n+cr50-->p+v50 flux=6.400e-265 flux_true=6.400e-265
    Sum flux_true=2.551e-156
Isotope Equil Ratios:  1H(6.667e+25)  50V(6.667e+25)   1n(6.667e+25) 50Cr(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  50V(2.971e-21)   1n(-1.486e-19) 50Cr(-2.971e-21) 

REACTION GROUP 496: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=1451859845866359858038254915361243160289058111311477884687424885665164930728734658559171224898828763136.000
    he4+v50-->n+mn53 flux=0.000e+00 flux_true=0.000e+00
    n+mn53-->he4+v50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25)  50V(6.667e+25)   1n(6.667e+25) 53Mn(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22)  50V(-5.098e-34)   1n(-2.549e-32) 53Mn(4.810e-34) 

REACTION GROUP 497: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=1552091700787393249644215305380024389188105342526679418494204830474230356046446493455906650394661110471281409757575116750848.000
    he4+v50-->p+cr53 flux=0.000e+00 flux_true=0.000e+00
    p+cr53-->he4+v50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25)  50V(6.667e+25)   1H(6.667e+25) 53Cr(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  50V(9.233e-24)   1H(-1.490e-19) 53Cr(-8.710e-24) 

REACTION GROUP 498: isEquil=FALSE netflux=-7.394e-172 thisDevious/maxDevious=47753198606379563432355955717790180494614366389679307864052526741454848.000
    p+v51-->cr52 flux=-7.394e-172 flux_true=-7.394e-172
    cr52-->p+v51 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-7.394e-172
Isotope Equil Ratios:  1H(6.667e+25)  51V(6.667e+01) 52Cr(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00)  51V(2.913e-21) 52Cr(-2.857e-21) 

